n,t_seconds,measured_value
6110,0.611,4.9895
6111,0.6111,5.0262
6112,0.6112,4.996
6113,0.6113,4.9891
6114,0.6114,5.0108
6115,0.6115,5.0079
6116,0.6116,4.9714
6117,0.6117,5.0044
6118,0.6118,4.9809
6119,0.6119,4.9887
6120,0.612,5.0129
6121,0.6121,4.9882
6122,0.6122,5.0064
6123,0.6123,4.9954
6124,0.6124,5.0301
6125,0.6125,4.9996
6126,0.6126,4.9834
6127,0.6127,4.9845
6128,0.6128,4.9875
6129,0.6129,5.003
6130,0.613,5.001
6131,0.6131,5.0156
6132,0.6132,5.0035
6133,0.6133,5.0029
6134,0.6134,5.0059
6135,0.6135,4.9991
6136,0.6136,5.0054
6137,0.6137,5.0127
6138,0.6138,5.0127
6139,0.6139,4.9928
6140,0.614,4.9744
6141,0.6141,4.9888
6142,0.6142,5.0052
6143,0.6143,4.9636
6144,0.6144,4.9938
6145,0.6145,5.0077
6146,0.6146,4.9925
6147,0.6147,4.9842
6148,0.6148,5.0272
6149,0.6149,5.0217
6150,0.615,4.997
6151,0.6151,5.0207
6152,0.6152,5.0204
6153,0.6153,4.9839
6154,0.6154,5.0411
6155,0.6155,4.9868
6156,0.6156,4.9969
6157,0.6157,4.9844
6158,0.6158,5.002
6159,0.6159,4.9811
6160,0.616,5.0007
6161,0.6161,5.0171
6162,0.6162,5.004
6163,0.6163,4.9968
6164,0.6164,5.024
6165,0.6165,4.9874
6166,0.6166,5.0153
6167,0.6167,4.9963
6168,0.6168,5.004
6169,0.6169,5.0012
6170,0.617,5.0027
6171,0.6171,5.0
6172,0.6172,4.989
6173,0.6173,4.9922
6174,0.6174,5.0074
6175,0.6175,4.9991
6176,0.6176,4.9833
6177,0.6177,4.9901
6178,0.6178,4.9903
6179,0.6179,4.9999
6180,0.618,5.0033
6181,0.6181,5.002
6182,0.6182,4.9908
6183,0.6183,5.0009
6184,0.6184,4.9801
6185,0.6185,4.9574
6186,0.6186,4.9998
6187,0.6187,4.9758
6188,0.6188,4.9864
6189,0.6189,4.9825
6190,0.619,5.01
6191,0.6191,4.9824
6192,0.6192,5.0046
6193,0.6193,4.9932
6194,0.6194,4.9819
6195,0.6195,4.9768
6196,0.6196,5.0074
6197,0.6197,5.0062
6198,0.6198,5.012
6199,0.6199,5.0279
6200,0.62,5.0044
6201,0.6201,5.0046
6202,0.6202,4.9985
6203,0.6203,5.0019
6204,0.6204,4.9951
6205,0.6205,4.9869
6206,0.6206,5.0302
6207,0.6207,4.9723
6208,0.6208,5.0041
6209,0.6209,5.0069
6210,0.621,5.0025
6211,0.6211,4.9858
6212,0.6212,4.9973
6213,0.6213,4.9933
6214,0.6214,4.984
6215,0.6215,4.9995
6216,0.6216,4.994
6217,0.6217,4.9918
6218,0.6218,5.0103
6219,0.6219,4.9842
6220,0.622,5.0067
6221,0.6221,4.9909
6222,0.6222,5.0064
6223,0.6223,5.0011
6224,0.6224,5.0036
6225,0.6225,4.9853
6226,0.6226,4.9884
6227,0.6227,4.9871
6228,0.6228,5.0026
6229,0.6229,5.0111
6230,0.623,5.0161
6231,0.6231,4.9924
6232,0.6232,5.0012
6233,0.6233,4.9757
6234,0.6234,4.9667
6235,0.6235,4.9869
6236,0.6236,4.9899
6237,0.6237,4.9766
6238,0.6238,4.9732
6239,0.6239,5.0078
6240,0.624,4.9878
6241,0.6241,4.9747
6242,0.6242,5.0346
6243,0.6243,5.0024
6244,0.6244,4.995
6245,0.6245,5.0099
6246,0.6246,4.9884
6247,0.6247,5.0235
6248,0.6248,4.9767
6249,0.6249,4.9802
6250,0.625,4.9976
6251,0.6251,4.9882
6252,0.6252,5.0208
6253,0.6253,4.9757
6254,0.6254,4.9887
6255,0.6255,5.0032
6256,0.6256,5.008
6257,0.6257,5.0146
6258,0.6258,5.0047
6259,0.6259,5.0325
6260,0.626,4.9925
6261,0.6261,5.0022
6262,0.6262,5.0123
6263,0.6263,4.9948
6264,0.6264,4.9951
6265,0.6265,4.9926
6266,0.6266,4.9899
6267,0.6267,4.9826
6268,0.6268,4.9912
6269,0.6269,4.9763
6270,0.627,5.0051
6271,0.6271,4.9756
6272,0.6272,5.0303
6273,0.6273,5.0248
6274,0.6274,5.0159
6275,0.6275,4.9962
6276,0.6276,4.9906
6277,0.6277,5.0177
6278,0.6278,5.002
6279,0.6279,5.0077
6280,0.628,4.9886
6281,0.6281,5.0153
6282,0.6282,4.9874
6283,0.6283,5.0009
6284,0.6284,4.9734
6285,0.6285,4.9895
6286,0.6286,5.0068
6287,0.6287,4.9925
6288,0.6288,4.9926
6289,0.6289,5.011
6290,0.629,4.9982
6291,0.6291,5.0178
6292,0.6292,4.9631
6293,0.6293,5.0077
6294,0.6294,5.0068
6295,0.6295,4.9762
6296,0.6296,4.9798
6297,0.6297,5.0123
6298,0.6298,4.9833
6299,0.6299,4.9897
6300,0.63,5.0081
6301,0.6301,4.9942
6302,0.6302,5.0063
6303,0.6303,4.9862
6304,0.6304,5.0036
6305,0.6305,5.0154
6306,0.6306,5.0041
6307,0.6307,4.9664
6308,0.6308,5.0089
6309,0.6309,5.0001
6310,0.631,4.9857
6311,0.6311,5.02
6312,0.6312,4.9731
6313,0.6313,5.0272
6314,0.6314,4.9897
6315,0.6315,5.0227
6316,0.6316,4.9985
6317,0.6317,4.9793
6318,0.6318,5.0006
6319,0.6319,5.0041
6320,0.632,5.0073
6321,0.6321,5.015
6322,0.6322,4.9858
6323,0.6323,5.0065
6324,0.6324,5.0102
6325,0.6325,4.9951
6326,0.6326,4.9852
6327,0.6327,4.9849
6328,0.6328,5.0104
6329,0.6329,5.0111
6330,0.633,4.9868
6331,0.6331,4.9792
6332,0.6332,5.0177
6333,0.6333,4.976
6334,0.6334,5.0015
6335,0.6335,4.9871
6336,0.6336,4.9729
6337,0.6337,5.001
6338,0.6338,4.9963
6339,0.6339,5.0206
6340,0.634,5.0331
6341,0.6341,4.9963
6342,0.6342,5.0145
6343,0.6343,5.0148
6344,0.6344,4.9913
6345,0.6345,4.9862
6346,0.6346,5.0232
6347,0.6347,4.9937
6348,0.6348,4.9988
6349,0.6349,4.9948
6350,0.635,4.9972
6351,0.6351,4.9901
6352,0.6352,5.0103
6353,0.6353,5.0179
6354,0.6354,4.9936
6355,0.6355,4.9785
6356,0.6356,4.9999
6357,0.6357,4.9769
6358,0.6358,4.9896
6359,0.6359,5.0175
6360,0.636,5.0338
6361,0.6361,5.0048
6362,0.6362,4.9832
6363,0.6363,5.0108
6364,0.6364,4.9656
6365,0.6365,4.9888
6366,0.6366,5.0219
6367,0.6367,5.0103
6368,0.6368,4.9785
6369,0.6369,4.9743
6370,0.637,5.0119
6371,0.6371,4.9984
6372,0.6372,4.9903
6373,0.6373,5.0053
6374,0.6374,4.9906
6375,0.6375,4.9705
6376,0.6376,5.0112
6377,0.6377,4.9895
6378,0.6378,4.9842
6379,0.6379,4.9792
6380,0.638,5.0029
6381,0.6381,4.9871
6382,0.6382,5.0085
6383,0.6383,4.9952
6384,0.6384,5.0153
6385,0.6385,4.9934
6386,0.6386,4.9894
6387,0.6387,4.9698
6388,0.6388,4.9827
6389,0.6389,5.0099
6390,0.639,5.0447
6391,0.6391,4.9805
6392,0.6392,4.9837
6393,0.6393,5.0042
6394,0.6394,5.0063
6395,0.6395,4.989
6396,0.6396,5.0003
6397,0.6397,4.9752
6398,0.6398,4.9947
6399,0.6399,5.0126
6400,0.64,5.0235
6401,0.6401,4.9967
6402,0.6402,4.9953
6403,0.6403,5.0059
6404,0.6404,5.0157
6405,0.6405,5.0064
6406,0.6406,4.988
6407,0.6407,5.0045
6408,0.6408,5.0136
6409,0.6409,4.9885
6410,0.641,4.9792
6411,0.6411,5.0068
6412,0.6412,5.0046
6413,0.6413,5.0136
6414,0.6414,5.0005
6415,0.6415,4.9896
6416,0.6416,4.9927
6417,0.6417,4.9838
6418,0.6418,4.9851
6419,0.6419,4.9908
6420,0.642,4.992
6421,0.6421,5.0158
6422,0.6422,4.9809
6423,0.6423,4.9985
6424,0.6424,4.9904
6425,0.6425,5.0214
6426,0.6426,5.0031
6427,0.6427,4.9937
6428,0.6428,5.0114
6429,0.6429,5.0002
6430,0.643,4.9921
6431,0.6431,5.0221
6432,0.6432,5.0099
6433,0.6433,5.0251
6434,0.6434,5.0165
6435,0.6435,5.0108
6436,0.6436,5.0012
6437,0.6437,4.9831
6438,0.6438,5.0099
6439,0.6439,5.0004
6440,0.644,5.0094
6441,0.6441,4.9992
6442,0.6442,4.989
6443,0.6443,4.9843
6444,0.6444,5.0097
6445,0.6445,5.0186
6446,0.6446,4.995
6447,0.6447,5.0061
6448,0.6448,5.02
6449,0.6449,4.9869
6450,0.645,4.9943
6451,0.6451,4.9826
6452,0.6452,5.0169
6453,0.6453,5.0033
6454,0.6454,4.9925
6455,0.6455,4.9747
6456,0.6456,4.9967
6457,0.6457,5.0142
6458,0.6458,4.995
6459,0.6459,4.993
6460,0.646,5.0089
6461,0.6461,4.981
6462,0.6462,5.0002
6463,0.6463,5.0083
6464,0.6464,4.9878
6465,0.6465,4.987
6466,0.6466,5.0031
6467,0.6467,4.9979
6468,0.6468,4.9959
6469,0.6469,5.0025
6470,0.647,5.0027
6471,0.6471,4.9856
6472,0.6472,4.9895
6473,0.6473,5.0061
6474,0.6474,5.0161
6475,0.6475,5.0196
6476,0.6476,4.9868
6477,0.6477,5.0157
6478,0.6478,5.0107
6479,0.6479,4.999
6480,0.648,5.0067
6481,0.6481,5.0118
6482,0.6482,5.0261
6483,0.6483,4.9838
6484,0.6484,5.0084
6485,0.6485,4.9974
6486,0.6486,4.9964
6487,0.6487,5.0165
6488,0.6488,5.0117
6489,0.6489,4.9844
6490,0.649,4.9953
6491,0.6491,5.0029
6492,0.6492,4.9785
6493,0.6493,5.0123
6494,0.6494,4.9984
6495,0.6495,5.0019
6496,0.6496,5.0045
6497,0.6497,5.0264
6498,0.6498,5.0001
6499,0.6499,4.9942
6500,0.65,5.0254
6501,0.6501,4.9921
6502,0.6502,4.9917
6503,0.6503,4.9789
6504,0.6504,5.0156
6505,0.6505,5.0036
6506,0.6506,5.0065
6507,0.6507,5.002
6508,0.6508,4.9975
6509,0.6509,4.9879
6510,0.651,4.9879
6511,0.6511,5.006
6512,0.6512,5.0014
6513,0.6513,5.0238
6514,0.6514,4.9883
6515,0.6515,4.9923
6516,0.6516,4.9844
6517,0.6517,5.02
6518,0.6518,4.9813
6519,0.6519,5.011
6520,0.652,5.0209
6521,0.6521,4.9975
6522,0.6522,5.0103
6523,0.6523,4.968
6524,0.6524,4.9938
6525,0.6525,4.975
6526,0.6526,5.0021
6527,0.6527,4.9997
6528,0.6528,4.9882
6529,0.6529,5.0136
6530,0.653,5.0049
6531,0.6531,4.9918
6532,0.6532,4.992
6533,0.6533,4.9778
6534,0.6534,4.9968
6535,0.6535,5.031
6536,0.6536,4.9891
6537,0.6537,5.0058
6538,0.6538,4.9915
6539,0.6539,5.0115
6540,0.654,5.0061
6541,0.6541,4.9961
6542,0.6542,4.9732
6543,0.6543,4.992
6544,0.6544,5.0174
6545,0.6545,4.996
6546,0.6546,5.0089
6547,0.6547,4.9925
6548,0.6548,4.9719
6549,0.6549,5.0059
6550,0.655,5.0044
6551,0.6551,4.991
6552,0.6552,4.9941
6553,0.6553,5.0039
6554,0.6554,4.9908
6555,0.6555,5.0048
6556,0.6556,4.9966
6557,0.6557,4.9647
6558,0.6558,4.9975
6559,0.6559,4.9908
6560,0.656,4.9872
6561,0.6561,5.0056
6562,0.6562,4.9924
6563,0.6563,5.0076
6564,0.6564,5.0158
6565,0.6565,5.0018
6566,0.6566,4.9767
6567,0.6567,4.9888
6568,0.6568,5.0132
6569,0.6569,4.9958
6570,0.657,4.9877
6571,0.6571,4.9983
6572,0.6572,5.0071
6573,0.6573,5.0035
6574,0.6574,5.0092
6575,0.6575,4.9874
6576,0.6576,4.9956
6577,0.6577,4.9959
6578,0.6578,4.9993
6579,0.6579,4.9686
6580,0.658,4.9962
6581,0.6581,4.9798
6582,0.6582,5.0203
6583,0.6583,5.0228
6584,0.6584,5.0246
6585,0.6585,5.0117
6586,0.6586,4.9925
6587,0.6587,5.0139
6588,0.6588,4.9967
6589,0.6589,5.0088
6590,0.659,4.9863
6591,0.6591,4.991
6592,0.6592,5.0066
6593,0.6593,5.026
6594,0.6594,4.9993
6595,0.6595,5.0331
6596,0.6596,5.0406
6597,0.6597,4.9807
6598,0.6598,4.9993
6599,0.6599,4.9856
6600,0.66,4.9977
6601,0.6601,4.9918
6602,0.6602,4.9987
6603,0.6603,5.014
6604,0.6604,5.0137
6605,0.6605,5.0036
6606,0.6606,4.9998
6607,0.6607,5.0015
6608,0.6608,5.0016
6609,0.6609,5.0083
6610,0.661,4.9998
6611,0.6611,5.0072
6612,0.6612,4.9803
6613,0.6613,5.0115
6614,0.6614,5.0257
6615,0.6615,5.0025
6616,0.6616,4.9788
6617,0.6617,5.0198
6618,0.6618,4.9949
6619,0.6619,4.9554
6620,0.662,4.9965
6621,0.6621,5.0088
6622,0.6622,5.0055
6623,0.6623,5.0182
6624,0.6624,5.009
6625,0.6625,5.0016
6626,0.6626,4.9705
6627,0.6627,4.9833
6628,0.6628,5.0025
6629,0.6629,5.0098
6630,0.663,4.9846
6631,0.6631,4.9907
6632,0.6632,5.0068
6633,0.6633,4.9715
6634,0.6634,4.9709
6635,0.6635,4.9964
6636,0.6636,5.0035
6637,0.6637,4.9927
6638,0.6638,4.9658
6639,0.6639,5.0001
6640,0.664,4.9801
6641,0.6641,5.0095
6642,0.6642,4.9983
6643,0.6643,5.0037
6644,0.6644,5.0093
6645,0.6645,4.992
6646,0.6646,5.0121
6647,0.6647,5.0183
6648,0.6648,5.0057
6649,0.6649,5.0195
6650,0.665,4.9905
6651,0.6651,5.0134
6652,0.6652,5.0038
6653,0.6653,4.9852
6654,0.6654,4.9986
6655,0.6655,4.9919
6656,0.6656,4.9916
6657,0.6657,5.0011
6658,0.6658,5.0156
6659,0.6659,4.9951
6660,0.666,5.0017
6661,0.6661,4.978
6662,0.6662,5.0014
6663,0.6663,5.017
6664,0.6664,5.0118
6665,0.6665,5.0069
6666,0.6666,4.992
6667,0.6667,4.9853
6668,0.6668,4.9984
6669,0.6669,4.9799
6670,0.667,4.9815
6671,0.6671,5.0138
6672,0.6672,4.9862
6673,0.6673,5.0265
6674,0.6674,4.9786
6675,0.6675,5.0062
6676,0.6676,4.9824
6677,0.6677,5.0024
6678,0.6678,4.9844
6679,0.6679,5.0004
6680,0.668,4.9975
6681,0.6681,4.9931
6682,0.6682,5.0074
6683,0.6683,5.0222
6684,0.6684,4.991
6685,0.6685,5.013
6686,0.6686,5.0011
6687,0.6687,4.9994
6688,0.6688,5.0324
6689,0.6689,4.9676
6690,0.669,4.9897
6691,0.6691,4.9729
6692,0.6692,4.9952
6693,0.6693,4.9964
6694,0.6694,5.0564
6695,0.6695,5.005
6696,0.6696,5.0265
6697,0.6697,5.0191
6698,0.6698,4.9933
6699,0.6699,5.0069
6700,0.67,5.0246
6701,0.6701,5.0024
6702,0.6702,5.0029
6703,0.6703,5.0073
6704,0.6704,4.9775
6705,0.6705,4.9877
6706,0.6706,5.0048
6707,0.6707,5.0079
6708,0.6708,4.9862
6709,0.6709,4.995
6710,0.671,4.998
6711,0.6711,4.9976
6712,0.6712,5.0101
6713,0.6713,5.0014
6714,0.6714,5.0023
6715,0.6715,4.9788
6716,0.6716,4.9841
6717,0.6717,5.0046
6718,0.6718,4.9761
6719,0.6719,5.0038
6720,0.672,4.99
6721,0.6721,4.9877
6722,0.6722,5.0094
6723,0.6723,4.9897
6724,0.6724,4.987
6725,0.6725,4.9897
6726,0.6726,5.0006
6727,0.6727,5.0406
6728,0.6728,4.9682
6729,0.6729,4.9995
6730,0.673,4.9961
6731,0.6731,5.0139
6732,0.6732,4.9942
6733,0.6733,4.9629
6734,0.6734,5.0194
6735,0.6735,4.9835
6736,0.6736,4.9988
6737,0.6737,4.9793
6738,0.6738,4.9834
6739,0.6739,4.9923
6740,0.674,5.0124
6741,0.6741,5.0122
6742,0.6742,4.9908
6743,0.6743,5.0071
6744,0.6744,4.9941
6745,0.6745,5.0013
6746,0.6746,5.0019
6747,0.6747,5.0089
6748,0.6748,4.9905
6749,0.6749,4.9977
6750,0.675,5.0029
6751,0.6751,5.001
6752,0.6752,4.9877
6753,0.6753,5.0253
6754,0.6754,4.9927
6755,0.6755,5.0109
6756,0.6756,5.0026
6757,0.6757,5.0178
6758,0.6758,4.967
6759,0.6759,5.0301
6760,0.676,4.9964
6761,0.6761,4.9812
6762,0.6762,5.0015
6763,0.6763,5.0332
6764,0.6764,5.0071
6765,0.6765,4.9812
6766,0.6766,4.9927
6767,0.6767,5.0195
6768,0.6768,4.9786
6769,0.6769,4.9969
6770,0.677,4.9952
6771,0.6771,5.0318
6772,0.6772,4.9952
6773,0.6773,5.0191
6774,0.6774,4.9894
6775,0.6775,4.9876
6776,0.6776,5.0145
6777,0.6777,5.0088
6778,0.6778,4.9738
6779,0.6779,5.0091
6780,0.678,5.0091
6781,0.6781,4.9904
6782,0.6782,5.0028
6783,0.6783,5.0035
6784,0.6784,4.9923
6785,0.6785,4.9908
6786,0.6786,4.9895
6787,0.6787,4.9955
6788,0.6788,4.9797
6789,0.6789,4.9989
6790,0.679,4.9772
6791,0.6791,5.0006
6792,0.6792,4.9982
6793,0.6793,4.9841
6794,0.6794,5.0122
6795,0.6795,5.0284
6796,0.6796,5.0192
6797,0.6797,4.9792
6798,0.6798,5.0185
6799,0.6799,5.0028
6800,0.68,4.9987
6801,0.6801,4.9906
6802,0.6802,4.9994
6803,0.6803,5.0202
6804,0.6804,5.0076
6805,0.6805,4.9933
6806,0.6806,4.9895
6807,0.6807,4.9933
6808,0.6808,5.0082
6809,0.6809,5.0273
6810,0.681,4.9837
6811,0.6811,4.9995
6812,0.6812,4.9938
6813,0.6813,4.9883
6814,0.6814,5.0054
6815,0.6815,5.0077
6816,0.6816,4.9784
6817,0.6817,4.9841
6818,0.6818,5.0173
6819,0.6819,5.0042
6820,0.682,5.0072
6821,0.6821,4.992
6822,0.6822,4.9938
6823,0.6823,5.0063
6824,0.6824,4.9921
6825,0.6825,4.983
6826,0.6826,4.9995
6827,0.6827,5.0129
6828,0.6828,4.9842
6829,0.6829,5.0152
6830,0.683,5.0099
6831,0.6831,4.9867
6832,0.6832,4.9996
6833,0.6833,4.9989
6834,0.6834,5.0089
6835,0.6835,5.0094
6836,0.6836,4.9801
6837,0.6837,4.9795
6838,0.6838,5.0148
6839,0.6839,5.0012
6840,0.684,5.0057
6841,0.6841,5.0044
6842,0.6842,5.0222
6843,0.6843,4.9816
6844,0.6844,5.0157
6845,0.6845,4.9873
6846,0.6846,5.0103
6847,0.6847,5.0194
6848,0.6848,4.979
6849,0.6849,5.0055
6850,0.685,4.9954
6851,0.6851,4.9952
6852,0.6852,5.0001
6853,0.6853,4.9839
6854,0.6854,4.9852
6855,0.6855,5.0092
6856,0.6856,5.012
6857,0.6857,4.9911
6858,0.6858,4.9779
6859,0.6859,5.0338
6860,0.686,5.0158
6861,0.6861,5.0048
6862,0.6862,4.9842
6863,0.6863,4.9908
6864,0.6864,5.0031
6865,0.6865,4.9852
6866,0.6866,5.0232
6867,0.6867,5.0015
6868,0.6868,5.0053
6869,0.6869,4.9842
6870,0.687,4.986
6871,0.6871,4.9878
6872,0.6872,5.0036
6873,0.6873,4.9956
6874,0.6874,4.9952
6875,0.6875,5.0041
6876,0.6876,5.0028
6877,0.6877,5.0214
6878,0.6878,4.9966
6879,0.6879,4.9845
6880,0.688,4.9993
6881,0.6881,5.0211
6882,0.6882,4.9913
6883,0.6883,5.0002
6884,0.6884,4.9942
6885,0.6885,5.0055
6886,0.6886,5.0033
6887,0.6887,4.9875
6888,0.6888,4.9961
6889,0.6889,5.0134
6890,0.689,5.0157
6891,0.6891,5.0131
6892,0.6892,5.0122
6893,0.6893,4.9946
6894,0.6894,4.9941
6895,0.6895,5.0132
6896,0.6896,4.9822
6897,0.6897,4.9986
6898,0.6898,4.9721
6899,0.6899,4.9939
6900,0.69,4.9891
6901,0.6901,4.9817
6902,0.6902,5.008
6903,0.6903,4.9887
6904,0.6904,4.9941
6905,0.6905,4.9957
6906,0.6906,4.9886
6907,0.6907,5.0205
6908,0.6908,4.9922
6909,0.6909,5.0024
6910,0.691,4.9803
6911,0.6911,4.9925
6912,0.6912,4.9947
6913,0.6913,4.995
6914,0.6914,4.9909
6915,0.6915,5.0016
6916,0.6916,5.0225
6917,0.6917,4.9976
6918,0.6918,4.9975
6919,0.6919,4.9938
6920,0.692,5.0369
6921,0.6921,5.0233
6922,0.6922,5.0077
6923,0.6923,5.0099
6924,0.6924,4.9891
6925,0.6925,4.9973
6926,0.6926,5.0026
6927,0.6927,5.0013
6928,0.6928,4.9869
6929,0.6929,4.988
6930,0.693,5.0071
6931,0.6931,5.0041
6932,0.6932,4.9685
6933,0.6933,5.0009
6934,0.6934,5.0182
6935,0.6935,4.99
6936,0.6936,5.0031
6937,0.6937,4.9781
6938,0.6938,5.0118
6939,0.6939,4.9831
6940,0.694,4.9811
6941,0.6941,4.9949
6942,0.6942,5.0344
6943,0.6943,4.9905
6944,0.6944,4.981
6945,0.6945,5.0063
6946,0.6946,5.0029
6947,0.6947,5.0239
6948,0.6948,4.9809
6949,0.6949,4.9761
6950,0.695,4.9949
6951,0.6951,5.0051
6952,0.6952,5.0048
6953,0.6953,5.0155
6954,0.6954,4.9776
6955,0.6955,4.9874
6956,0.6956,4.9976
6957,0.6957,5.0119
6958,0.6958,5.0065
6959,0.6959,4.9933
6960,0.696,4.9845
6961,0.6961,5.0125
6962,0.6962,5.0135
6963,0.6963,5.0394
6964,0.6964,4.9969
6965,0.6965,5.0234
6966,0.6966,4.9818
6967,0.6967,4.9916
6968,0.6968,4.9896
6969,0.6969,4.9927
6970,0.697,4.9867
6971,0.6971,4.9916
6972,0.6972,4.9987
6973,0.6973,4.9929
6974,0.6974,5.0093
6975,0.6975,4.9983
6976,0.6976,4.9995
6977,0.6977,5.0212
6978,0.6978,5.0042
6979,0.6979,5.0018
6980,0.698,4.9993
6981,0.6981,5.0005
6982,0.6982,5.008
6983,0.6983,4.9878
6984,0.6984,5.0164
6985,0.6985,5.0227
6986,0.6986,5.0165
6987,0.6987,4.9923
6988,0.6988,4.9761
6989,0.6989,4.9931
6990,0.699,5.0018
6991,0.6991,5.0117
6992,0.6992,4.9969
6993,0.6993,4.9951
6994,0.6994,5.0219
6995,0.6995,4.9897
6996,0.6996,5.0152
6997,0.6997,5.0129
6998,0.6998,4.98
6999,0.6999,5.0036
7000,0.7,4.9914
7001,0.7001,4.9856
7002,0.7002,4.9724
7003,0.7003,4.9765
7004,0.7004,5.0056
7005,0.7005,4.9939
7006,0.7006,5.0036
7007,0.7007,4.9839
7008,0.7008,4.9948
7009,0.7009,4.9956
7010,0.701,4.9769
7011,0.7011,4.9751
7012,0.7012,5.006
7013,0.7013,5.0017
7014,0.7014,4.9858
7015,0.7015,4.9981
7016,0.7016,5.0093
7017,0.7017,5.0265
7018,0.7018,4.9865
7019,0.7019,5.0086
7020,0.702,5.0307
7021,0.7021,5.0005
7022,0.7022,5.0211
7023,0.7023,4.9616
7024,0.7024,5.0209
7025,0.7025,4.9994
7026,0.7026,4.972
7027,0.7027,5.011
7028,0.7028,5.015
7029,0.7029,5.0173
7030,0.703,5.0172
7031,0.7031,4.9991
7032,0.7032,4.9886
7033,0.7033,4.9928
7034,0.7034,4.999
7035,0.7035,5.0055
7036,0.7036,4.9925
7037,0.7037,5.0003
7038,0.7038,5.0125
7039,0.7039,5.0043
7040,0.704,5.0333
7041,0.7041,5.0313
7042,0.7042,4.9827
7043,0.7043,4.9912
7044,0.7044,4.9803
7045,0.7045,4.9824
7046,0.7046,5.0076
7047,0.7047,4.985
7048,0.7048,4.9841
7049,0.7049,4.9956
7050,0.705,5.0113
7051,0.7051,4.9943
7052,0.7052,4.9943
7053,0.7053,5.0131
7054,0.7054,5.0065
7055,0.7055,5.0063
7056,0.7056,5.0135
7057,0.7057,4.9847
7058,0.7058,5.0027
7059,0.7059,4.9902
7060,0.706,5.0147
7061,0.7061,5.0116
7062,0.7062,4.9842
7063,0.7063,5.0193
7064,0.7064,4.9823
7065,0.7065,5.0168
7066,0.7066,5.0026
7067,0.7067,4.9867
7068,0.7068,4.9831
7069,0.7069,4.9951
7070,0.707,4.9992
7071,0.7071,4.9891
7072,0.7072,5.0079
7073,0.7073,4.9789
7074,0.7074,4.9994
7075,0.7075,4.9996
7076,0.7076,4.9719
7077,0.7077,5.0041
7078,0.7078,4.9809
7079,0.7079,4.9627
7080,0.708,4.9905
7081,0.7081,4.9962
7082,0.7082,5.0129
7083,0.7083,4.9924
7084,0.7084,5.0213
7085,0.7085,5.0208
7086,0.7086,5.0157
7087,0.7087,5.0191
7088,0.7088,5.0047
7089,0.7089,4.9913
7090,0.709,5.0091
7091,0.7091,5.0138
7092,0.7092,5.0031
7093,0.7093,4.9959
7094,0.7094,4.9764
7095,0.7095,5.0095
7096,0.7096,5.0047
7097,0.7097,4.9803
7098,0.7098,5.001
7099,0.7099,5.0102
7100,0.71,4.9979
7101,0.7101,5.0111
7102,0.7102,5.0107
7103,0.7103,4.9777
7104,0.7104,4.9951
7105,0.7105,5.0067
7106,0.7106,5.0131
7107,0.7107,5.0204
7108,0.7108,4.9712
7109,0.7109,4.9986
7110,0.711,5.0101
7111,0.7111,5.0177
7112,0.7112,5.0245
7113,0.7113,4.9857
7114,0.7114,4.994
7115,0.7115,4.9839
7116,0.7116,5.0117
7117,0.7117,4.9799
7118,0.7118,5.0171
7119,0.7119,5.0134
7120,0.712,5.0068
7121,0.7121,4.9674
7122,0.7122,4.9895
7123,0.7123,5.0106
7124,0.7124,4.9786
7125,0.7125,4.996
7126,0.7126,4.998
7127,0.7127,5.0127
7128,0.7128,5.0037
7129,0.7129,5.0036
7130,0.713,4.993
7131,0.7131,4.9996
7132,0.7132,4.9975
7133,0.7133,5.0103
7134,0.7134,4.9969
7135,0.7135,5.0148
7136,0.7136,4.9744
7137,0.7137,5.0173
7138,0.7138,4.997
7139,0.7139,5.0162
7140,0.714,5.0008
7141,0.7141,5.0122
7142,0.7142,5.0217
7143,0.7143,4.9913
7144,0.7144,5.0007
7145,0.7145,4.997
7146,0.7146,5.0026
7147,0.7147,4.9755
7148,0.7148,4.997
7149,0.7149,4.9958
7150,0.715,4.9879
7151,0.7151,4.9966
7152,0.7152,4.9767
7153,0.7153,5.0202
7154,0.7154,5.0061
7155,0.7155,5.0274
7156,0.7156,4.9866
7157,0.7157,4.9822
7158,0.7158,5.0037
7159,0.7159,4.9748
7160,0.716,5.0029
7161,0.7161,4.9891
7162,0.7162,4.9945
7163,0.7163,5.0033
7164,0.7164,5.0002
7165,0.7165,5.0271
7166,0.7166,5.0089
7167,0.7167,4.9803
7168,0.7168,5.014
7169,0.7169,4.9796
7170,0.717,5.0008
7171,0.7171,4.981
7172,0.7172,4.9872
7173,0.7173,5.0189
7174,0.7174,4.9912
7175,0.7175,4.9899
7176,0.7176,4.9911
7177,0.7177,4.9948
7178,0.7178,5.0208
7179,0.7179,4.982
7180,0.718,4.9811
7181,0.7181,5.008
7182,0.7182,4.9758
7183,0.7183,4.994
7184,0.7184,5.0162
7185,0.7185,4.9994
7186,0.7186,4.9923
7187,0.7187,4.9889
7188,0.7188,4.9858
7189,0.7189,4.9906
7190,0.719,5.0014
7191,0.7191,5.0178
7192,0.7192,5.0137
7193,0.7193,4.991
7194,0.7194,4.9885
7195,0.7195,5.0097
7196,0.7196,4.9724
7197,0.7197,4.9928
7198,0.7198,4.9945
7199,0.7199,4.9829
7200,0.72,4.9846
